window_index,t_start,t_end,proposed_intent,effective_intent,did_change,change_reason,pose_mode,state_label,state_confidence,valence,arousal,valence_trend,arousal_trend,valence_volatility,arousal_volatility,analysis_time_s,video
18,54.0,57.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.2104253400026298,0.1475070038038056,mixed,mixed,0.023074649274349213,0.004916101694107056,12.657916784286499,video38
19,57.0,60.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.23637481887892978,0.1548081368389653,mixed,mixed,0.011394485831260681,0.004021905362606049,12.485523700714111,video38
20,60.0,63.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.22567923412453839,0.14655917047000513,mixed,mixed,0.007780976593494415,0.00508541613817215,12.666744232177734,video38
21,63.0,66.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.2293241895371821,0.1497427950181612,mixed,mixed,0.006379149854183197,0.006173275411128998,12.579765319824219,video38
22,66.0,69.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.22782036153281607,0.14960286693602073,mixed,mixed,0.0032158121466636658,0.0037731975317001343,12.359116077423096,video38
23,69.0,72.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.23438845347703957,0.1717352494597435,mixed,mixed,0.006875865161418915,0.005385532975196838,12.315294742584229,video38
24,72.0,75.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.2141199532623698,0.1441536654786366,mixed,mixed,0.012212090194225311,0.009513519704341888,12.193111181259155,video38
25,75.0,78.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.20167465980460003,0.11853811717251451,mixed,mixed,0.00513332337141037,0.0050153061747550964,12.475378036499023,video38
26,78.0,81.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.19899572195803247,0.11045209663670237,mixed,mixed,0.011349603533744812,0.0024778321385383606,12.44299602508545,video38
27,81.0,84.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.2023609295123961,0.11234288953426408,mixed,mixed,0.007435142993927002,0.002002716064453125,12.50705099105835,video38
28,84.0,87.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.2045314809443747,0.11155796496243012,mixed,mixed,0.00613509863615036,0.005232241004705429,12.460590124130249,video38
29,87.0,90.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.20673700372075163,0.11277701056039915,mixed,mixed,0.012388534843921661,0.008459731936454773,12.420336246490479,video38
30,90.0,93.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.196109566564967,0.10931181516952632,mixed,mixed,0.0037784799933433533,0.002360790967941284,12.58191466331482,video38
31,93.0,96.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.1975046487116232,0.11342132255071546,mixed,mixed,0.008427999913692474,0.010676980018615723,12.447051763534546,video38
