window_index,t_start,t_end,proposed_intent,effective_intent,did_change,change_reason,pose_mode,state_label,state_confidence,valence,arousal,valence_trend,arousal_trend,valence_volatility,arousal_volatility,analysis_time_s,video
16,48.0,51.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21281266989715306,0.14786430724241115,mixed,mixed,0.004321113228797913,0.0018662810325622559,12.105159997940063,video41
17,51.0,54.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21277530031439698,0.15602423848561298,mixed,mixed,0.0036129653453826904,0.0023956596851348877,12.23142385482788,video41
18,54.0,57.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.22316689430563538,0.158299606707361,mixed,mixed,0.005526229739189148,0.002946615219116211,12.011264324188232,video41
19,57.0,60.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.20744466855202193,0.1546479881177714,mixed,mixed,0.002268970012664795,0.004438996315002441,12.146431684494019,video41
20,60.0,63.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.20546520087454054,0.14907502557760405,mixed,mixed,0.002987682819366455,0.0013949424028396606,12.010250329971313,video41
21,63.0,66.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21093584128000117,0.15400222183009724,mixed,mixed,0.004235967993736267,0.002361610531806946,12.204758882522583,video41
22,66.0,69.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21662139713212294,0.15288890456711804,mixed,mixed,0.003822043538093567,0.0025625675916671753,11.88705039024353,video41
23,69.0,72.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.2117277170404976,0.1473449475971269,mixed,mixed,0.006712555885314941,0.003433704376220703,11.381228923797607,video41
24,72.0,75.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.2147154521059107,0.14846872529129923,mixed,mixed,0.0026551932096481323,0.00556357204914093,11.663859367370605,video41
25,75.0,78.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.20300585758170964,0.15200114618113011,mixed,mixed,0.0037091225385665894,0.003464534878730774,11.88800859451294,video41
26,78.0,81.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.210407543329545,0.14908766507366558,mixed,mixed,0.010319218039512634,0.0020680874586105347,11.951480627059937,video41
27,81.0,84.0,CHECK_IN,NEUTRAL,False,low_confidence,REACTION_POSE,positive-low-arousal,0.5,0.2203301350919553,0.1535804906377086,mixed,mixed,0.005366161465644836,0.0018818378448486328,12.175512075424194,video41
28,84.0,87.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21487906170480045,0.15394708532610057,mixed,mixed,0.003979131579399109,0.0037199854850769043,12.130983352661133,video41
29,87.0,90.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21115441859504322,0.15292141724515845,mixed,mixed,0.003502592444419861,0.005206301808357239,12.014456987380981,video41
30,90.0,93.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.2079057851691305,0.1515551922313961,mixed,mixed,0.0066522955894470215,0.002988100051879883,11.979236125946045,video41
31,93.0,96.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21376128724695723,0.15303967828735893,mixed,mixed,0.005923748016357422,0.0032304972410202026,12.024797677993774,video41
32,96.0,99.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.2083385059678996,0.15328315065966713,mixed,mixed,0.0036285221576690674,0.005053296685218811,12.003014087677002,video41
33,99.0,102.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21583300884123202,0.14650836044255597,mixed,mixed,0.005324870347976685,0.004494011402130127,11.9148530960083,video41
34,102.0,105.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21277518772784573,0.1529612245934981,mixed,mixed,0.0018235594034194946,0.002915620803833008,12.131131649017334,video41
35,105.0,108.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21356540527424694,0.15754979977637162,mixed,mixed,0.0049187541007995605,0.0017574578523635864,12.102136611938477,video41
36,108.0,111.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.21010686236399193,0.15067978240089652,mixed,mixed,0.004466429352760315,0.0021038949489593506,11.77832818031311,video41
37,111.0,114.0,NEUTRAL,NEUTRAL,False,low_confidence,REACTION_POSE,neutral,0.5,0.20850615865654415,0.15246153549279695,mixed,mixed,0.0024869590997695923,0.002495676279067993,11.953988552093506,video41
